key,question,group,answer,correction,references
RACESURV38_W43,"How often, if ever, do you stop yourself from saying something because someone might think you are racist or racially insensitive?",Democrat,Rarely,Rarely,"['Often', 'Sometimes', 'Rarely', 'Never', 'Refused']"
RACESURV38_W43,"How often, if ever, do you stop yourself from saying something because someone might think you are racist or racially insensitive?",Republican,Rarely,Rarely,"['Often', 'Sometimes', 'Rarely', 'Never', 'Refused']"
RACESURV38_W43,"How often, if ever, do you stop yourself from saying something because someone might think you are racist or racially insensitive?","$100,000 or more",Rarely,Rarely,"['Often', 'Sometimes', 'Rarely', 'Never', 'Refused']"
RACESURV38_W43,"How often, if ever, do you stop yourself from saying something because someone might think you are racist or racially insensitive?","Less than $30,000",Rarely,Rarely,"['Often', 'Sometimes', 'Rarely', 'Never', 'Refused']"
RACESURV40_W43,How many white people in our country do you think are prejudiced against black people?,Democrat,Some,Some,"['All or most', 'Some', 'Only a few', 'None', 'Not sure', 'Refused']"
RACESURV40_W43,How many white people in our country do you think are prejudiced against black people?,Republican,Some,Some,"['All or most', 'Some', 'Only a few', 'None', 'Not sure', 'Refused']"
RACESURV40_W43,How many white people in our country do you think are prejudiced against black people?,"$100,000 or more",Some,Some,"['All or most', 'Some', 'Only a few', 'None', 'Not sure', 'Refused']"
RACESURV40_W43,How many white people in our country do you think are prejudiced against black people?,"Less than $30,000",Some,Some,"['All or most', 'Some', 'Only a few', 'None', 'Not sure', 'Refused']"
RACESURV41_W43,How many white people in our country do you think would confront a white friend or family member if they made a racist or racially insensitive comment or joke about people who are black?,Democrat,Some,Some,"['All or most', 'Some', 'Only a few', 'None', 'Not sure', 'Refused']"
RACESURV41_W43,How many white people in our country do you think would confront a white friend or family member if they made a racist or racially insensitive comment or joke about people who are black?,Republican,Some,Some,"['All or most', 'Some', 'Only a few', 'None', 'Not sure', 'Refused']"
RACESURV41_W43,How many white people in our country do you think would confront a white friend or family member if they made a racist or racially insensitive comment or joke about people who are black?,"$100,000 or more",Some,Some,"['All or most', 'Some', 'Only a few', 'None', 'Not sure', 'Refused']"
RACESURV41_W43,How many white people in our country do you think would confront a white friend or family member if they made a racist or racially insensitive comment or joke about people who are black?,"Less than $30,000",Some,Some,"['All or most', 'Some', 'Only a few', 'None', 'Not sure', 'Refused']"
RACESURV45_W43,How many black people in our country do you think would confront a black friend or family member if they made a racist or racially insensitive comment or joke about people who are white?,Democrat,Only a few,Only a few,"['All or most', 'Some', 'Only a few', 'None', 'Not sure', 'Refused']"
RACESURV45_W43,How many black people in our country do you think would confront a black friend or family member if they made a racist or racially insensitive comment or joke about people who are white?,Republican,Only a few,Only a few,"['All or most', 'Some', 'Only a few', 'None', 'Not sure', 'Refused']"
RACESURV45_W43,How many black people in our country do you think would confront a black friend or family member if they made a racist or racially insensitive comment or joke about people who are white?,"$100,000 or more",Only a few,Only a few,"['All or most', 'Some', 'Only a few', 'None', 'Not sure', 'Refused']"
RACESURV45_W43,How many black people in our country do you think would confront a black friend or family member if they made a racist or racially insensitive comment or joke about people who are white?,"Less than $30,000",Only a few,Only a few,"['All or most', 'Some', 'Only a few', 'None', 'Not sure', 'Refused']"
RACESURV47a_W43,"For each, please indicate if you, personally, think it is acceptable. A sports team using Native American tribal names or images as mascots",Democrat,Sometimes acceptable,Never acceptable,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']"
RACESURV47a_W43,"For each, please indicate if you, personally, think it is acceptable. A sports team using Native American tribal names or images as mascots",Republican,Sometimes acceptable,Always acceptable,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']"
RACESURV47a_W43,"For each, please indicate if you, personally, think it is acceptable. A sports team using Native American tribal names or images as mascots","$100,000 or more",Sometimes acceptable,Sometimes acceptable,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']"
RACESURV47a_W43,"For each, please indicate if you, personally, think it is acceptable. A sports team using Native American tribal names or images as mascots","Less than $30,000",Sometimes acceptable,Sometimes acceptable,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']"
RACESURV47b_W43,"For each, please indicate if you, personally, think it is acceptable. A black person using the n-word",Democrat,Never acceptable,Never acceptable,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']"
RACESURV47b_W43,"For each, please indicate if you, personally, think it is acceptable. A black person using the n-word",Republican,Never acceptable,Never acceptable,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']"
RACESURV47b_W43,"For each, please indicate if you, personally, think it is acceptable. A black person using the n-word","$100,000 or more",Never acceptable,Never acceptable,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']"
RACESURV47b_W43,"For each, please indicate if you, personally, think it is acceptable. A black person using the n-word","Less than $30,000",Never acceptable,Never acceptable,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']"
RACESURV47d_W43,"For each, please indicate if you, personally, think it is acceptable. Casting an actor to play a character of a race or ethnicity other than their own",Democrat,Sometimes acceptable,Sometimes acceptable,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']"
RACESURV47d_W43,"For each, please indicate if you, personally, think it is acceptable. Casting an actor to play a character of a race or ethnicity other than their own",Republican,Sometimes acceptable,Sometimes acceptable,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']"
RACESURV47d_W43,"For each, please indicate if you, personally, think it is acceptable. Casting an actor to play a character of a race or ethnicity other than their own","$100,000 or more",Sometimes acceptable,Sometimes acceptable,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']"
RACESURV47d_W43,"For each, please indicate if you, personally, think it is acceptable. Casting an actor to play a character of a race or ethnicity other than their own","Less than $30,000",Sometimes acceptable,Sometimes acceptable,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']"
RACESURV47e_W43,"For each, please indicate if you, personally, think it is acceptable. A person wearing traditional dress from a country or culture other than their own as part of a Halloween costume",Democrat,Sometimes acceptable,Sometimes acceptable,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']"
RACESURV47e_W43,"For each, please indicate if you, personally, think it is acceptable. A person wearing traditional dress from a country or culture other than their own as part of a Halloween costume",Republican,Sometimes acceptable,Always acceptable,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']"
RACESURV47e_W43,"For each, please indicate if you, personally, think it is acceptable. A person wearing traditional dress from a country or culture other than their own as part of a Halloween costume","$100,000 or more",Sometimes acceptable,Sometimes acceptable,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']"
RACESURV47e_W43,"For each, please indicate if you, personally, think it is acceptable. A person wearing traditional dress from a country or culture other than their own as part of a Halloween costume","Less than $30,000",Sometimes acceptable,Sometimes acceptable,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']"
RACESURV47f_W43,"For each, please indicate if you, personally, think it is acceptable. A white person using makeup to darken their skin so they appear to be a different race as part of a Halloween costume",Democrat,Never acceptable,Never acceptable,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']"
RACESURV47f_W43,"For each, please indicate if you, personally, think it is acceptable. A white person using makeup to darken their skin so they appear to be a different race as part of a Halloween costume",Republican,Never acceptable,Always acceptable,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']"
RACESURV47f_W43,"For each, please indicate if you, personally, think it is acceptable. A white person using makeup to darken their skin so they appear to be a different race as part of a Halloween costume","$100,000 or more",Never acceptable,Never acceptable,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']"
RACESURV47f_W43,"For each, please indicate if you, personally, think it is acceptable. A white person using makeup to darken their skin so they appear to be a different race as part of a Halloween costume","Less than $30,000",Never acceptable,Never acceptable,"['Always acceptable', 'Sometimes acceptable', 'Rarely acceptable', 'Never acceptable', 'Not sure', 'Refused']"
RACESURV48_W43,"How important, if at all, would you say it is for companies and organizations to promote racial and ethnic diversity in their workplace?",Democrat,Very important,Very important,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']"
RACESURV48_W43,"How important, if at all, would you say it is for companies and organizations to promote racial and ethnic diversity in their workplace?",Republican,Very important,Somewhat important,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']"
RACESURV48_W43,"How important, if at all, would you say it is for companies and organizations to promote racial and ethnic diversity in their workplace?","$100,000 or more",Very important,Very important,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']"
RACESURV48_W43,"How important, if at all, would you say it is for companies and organizations to promote racial and ethnic diversity in their workplace?","Less than $30,000",Very important,Very important,"['Very important', 'Somewhat important', 'Not too important', 'Not at all important', 'Refused']"
RACESURV51_W43,"Thinking about the community where you live, do you wish your community was",Democrat,About as racially mixed as it is,About as racially mixed as it is,"['More racially mixed', 'Less racially mixed', 'About as racially mixed as it is', 'Refused']"
RACESURV51_W43,"Thinking about the community where you live, do you wish your community was",Republican,About as racially mixed as it is,About as racially mixed as it is,"['More racially mixed', 'Less racially mixed', 'About as racially mixed as it is', 'Refused']"
RACESURV51_W43,"Thinking about the community where you live, do you wish your community was","$100,000 or more",About as racially mixed as it is,About as racially mixed as it is,"['More racially mixed', 'Less racially mixed', 'About as racially mixed as it is', 'Refused']"
RACESURV51_W43,"Thinking about the community where you live, do you wish your community was","Less than $30,000",About as racially mixed as it is,About as racially mixed as it is,"['More racially mixed', 'Less racially mixed', 'About as racially mixed as it is', 'Refused']"
RACESURV52_W43,"How much, if at all, would it bother you to hear people speak a language other than English in a public place?",Democrat,Not at all,Not at all,"['A lot', 'Some', 'Not much', 'Not at all', 'Refused']"
RACESURV52_W43,"How much, if at all, would it bother you to hear people speak a language other than English in a public place?",Republican,Not at all,Not at all,"['A lot', 'Some', 'Not much', 'Not at all', 'Refused']"
RACESURV52_W43,"How much, if at all, would it bother you to hear people speak a language other than English in a public place?","$100,000 or more",Not at all,Not at all,"['A lot', 'Some', 'Not much', 'Not at all', 'Refused']"
RACESURV52_W43,"How much, if at all, would it bother you to hear people speak a language other than English in a public place?","Less than $30,000",Not at all,Not at all,"['A lot', 'Some', 'Not much', 'Not at all', 'Refused']"
NEWS_PLATFORMg_W45,"Thinking about news (by news we mean information about events and issues that involve more than just your friends and family), how often do you get news from a social media site (such as Facebook, Twitter, or Snapchat)",Democrat,Sometimes,Sometimes,"['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']"
NEWS_PLATFORMg_W45,"Thinking about news (by news we mean information about events and issues that involve more than just your friends and family), how often do you get news from a social media site (such as Facebook, Twitter, or Snapchat)",Republican,Sometimes,Sometimes,"['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']"
NEWS_PLATFORMg_W45,"Thinking about news (by news we mean information about events and issues that involve more than just your friends and family), how often do you get news from a social media site (such as Facebook, Twitter, or Snapchat)","$100,000 or more",Sometimes,Sometimes,"['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']"
NEWS_PLATFORMg_W45,"Thinking about news (by news we mean information about events and issues that involve more than just your friends and family), how often do you get news from a social media site (such as Facebook, Twitter, or Snapchat)","Less than $30,000",Sometimes,Sometimes,"['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']"
NEWSPREFV2_W45,Which of the following would you say you prefer for getting news?,Democrat,Television,Television,"['A print newspaper', 'Radio', 'Television', 'A social media site (such as Facebook, Twitter or Snapchat)', 'A news website or app', 'Refused']"
NEWSPREFV2_W45,Which of the following would you say you prefer for getting news?,Republican,Television,Television,"['A print newspaper', 'Radio', 'Television', 'A social media site (such as Facebook, Twitter or Snapchat)', 'A news website or app', 'Refused']"
NEWSPREFV2_W45,Which of the following would you say you prefer for getting news?,"$100,000 or more",Television,A news website or app,"['A print newspaper', 'Radio', 'Television', 'A social media site (such as Facebook, Twitter or Snapchat)', 'A news website or app', 'Refused']"
NEWSPREFV2_W45,Which of the following would you say you prefer for getting news?,"Less than $30,000",Television,Television,"['A print newspaper', 'Radio', 'Television', 'A social media site (such as Facebook, Twitter or Snapchat)', 'A news website or app', 'Refused']"
INFOCREATEa_W45,How much made-up news and information do you think is created by journalists,Democrat,Some,Some,"['A lot', 'Some', 'Not much', 'None', 'Refused']"
INFOCREATEa_W45,How much made-up news and information do you think is created by journalists,Republican,Some,A lot,"['A lot', 'Some', 'Not much', 'None', 'Refused']"
INFOCREATEa_W45,How much made-up news and information do you think is created by journalists,"$100,000 or more",Some,Some,"['A lot', 'Some', 'Not much', 'None', 'Refused']"
INFOCREATEa_W45,How much made-up news and information do you think is created by journalists,"Less than $30,000",Some,Some,"['A lot', 'Some', 'Not much', 'None', 'Refused']"
MADEUPOFT_W45,How often do you come across made-up news and information that is intended to mislead the public?,Democrat,Sometimes,Sometimes,"['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']"
MADEUPOFT_W45,How often do you come across made-up news and information that is intended to mislead the public?,Republican,Sometimes,Often,"['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']"
MADEUPOFT_W45,How often do you come across made-up news and information that is intended to mislead the public?,"$100,000 or more",Sometimes,Sometimes,"['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']"
MADEUPOFT_W45,How often do you come across made-up news and information that is intended to mislead the public?,"Less than $30,000",Sometimes,Sometimes,"['Often', 'Sometimes', 'Hardly ever', 'Never', 'Refused']"
MADEUPSHAREWHY_W45,What is the main reason why you shared news and information that you knew at the time was made-up?,Democrat,I wanted to tell others it was inaccurate,I wanted to tell others it was inaccurate,"['I thought it was surprising or entertaining', 'I liked what it said', 'I wanted to create a discussion about it', 'I wanted to tell others it was inaccurate', 'Refused']"
MADEUPSHAREWHY_W45,What is the main reason why you shared news and information that you knew at the time was made-up?,Republican,I wanted to tell others it was inaccurate,I wanted to tell others it was inaccurate,"['I thought it was surprising or entertaining', 'I liked what it said', 'I wanted to create a discussion about it', 'I wanted to tell others it was inaccurate', 'Refused']"
MADEUPSHAREWHY_W45,What is the main reason why you shared news and information that you knew at the time was made-up?,"$100,000 or more",I wanted to tell others it was inaccurate,I wanted to tell others it was inaccurate,"['I thought it was surprising or entertaining', 'I liked what it said', 'I wanted to create a discussion about it', 'I wanted to tell others it was inaccurate', 'Refused']"
MADEUPSHAREWHY_W45,What is the main reason why you shared news and information that you knew at the time was made-up?,"Less than $30,000",I wanted to tell others it was inaccurate,I wanted to tell others it was inaccurate,"['I thought it was surprising or entertaining', 'I liked what it said', 'I wanted to create a discussion about it', 'I wanted to tell others it was inaccurate', 'Refused']"
MADEUPTOPICb_W45,How much made-up news and information do you think is created about entertainment and celebrities topics?,Democrat,A lot,A lot,"['A lot', 'Some', 'Not much', 'None', 'Refused']"
MADEUPTOPICb_W45,How much made-up news and information do you think is created about entertainment and celebrities topics?,Republican,A lot,A lot,"['A lot', 'Some', 'Not much', 'None', 'Refused']"
MADEUPTOPICb_W45,How much made-up news and information do you think is created about entertainment and celebrities topics?,"$100,000 or more",A lot,A lot,"['A lot', 'Some', 'Not much', 'None', 'Refused']"
MADEUPTOPICb_W45,How much made-up news and information do you think is created about entertainment and celebrities topics?,"Less than $30,000",A lot,A lot,"['A lot', 'Some', 'Not much', 'None', 'Refused']"
MADEUPTOPICc_W45,How much made-up news and information do you think is created about science and technology topics?,Democrat,Some,Some,"['A lot', 'Some', 'Not much', 'None', 'Refused']"
MADEUPTOPICc_W45,How much made-up news and information do you think is created about science and technology topics?,Republican,Some,Some,"['A lot', 'Some', 'Not much', 'None', 'Refused']"
MADEUPTOPICc_W45,How much made-up news and information do you think is created about science and technology topics?,"$100,000 or more",Some,Some,"['A lot', 'Some', 'Not much', 'None', 'Refused']"
MADEUPTOPICc_W45,How much made-up news and information do you think is created about science and technology topics?,"Less than $30,000",Some,Some,"['A lot', 'Some', 'Not much', 'None', 'Refused']"
MADEUPTOPICd_W45,How much made-up news and information do you think is created about Health and medicine topics?,Democrat,Some,Some,"['A lot', 'Some', 'Not much', 'None', 'Refused']"
MADEUPTOPICd_W45,How much made-up news and information do you think is created about Health and medicine topics?,Republican,Some,Some,"['A lot', 'Some', 'Not much', 'None', 'Refused']"
MADEUPTOPICd_W45,How much made-up news and information do you think is created about Health and medicine topics?,"$100,000 or more",Some,Some,"['A lot', 'Some', 'Not much', 'None', 'Refused']"
MADEUPTOPICd_W45,How much made-up news and information do you think is created about Health and medicine topics?,"Less than $30,000",Some,Some,"['A lot', 'Some', 'Not much', 'None', 'Refused']"
SMLIKESb_W45,How much is each of the following a reason why you click on links to news stories on social media? A friend recommended the story,Democrat,Minor reason,Minor reason,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']"
SMLIKESb_W45,How much is each of the following a reason why you click on links to news stories on social media? A friend recommended the story,Republican,Minor reason,Minor reason,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']"
SMLIKESb_W45,How much is each of the following a reason why you click on links to news stories on social media? A friend recommended the story,"$100,000 or more",Minor reason,Minor reason,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']"
SMLIKESb_W45,How much is each of the following a reason why you click on links to news stories on social media? A friend recommended the story,"Less than $30,000",Minor reason,Minor reason,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']"
SMLIKESf_W45,How much is each of the following a reason why you click on links to news stories on social media? The story was surprising or entertaining,Democrat,Major reason,Major reason,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']"
SMLIKESf_W45,How much is each of the following a reason why you click on links to news stories on social media? The story was surprising or entertaining,Republican,Major reason,Major reason,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']"
SMLIKESf_W45,How much is each of the following a reason why you click on links to news stories on social media? The story was surprising or entertaining,"$100,000 or more",Major reason,Major reason,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']"
SMLIKESf_W45,How much is each of the following a reason why you click on links to news stories on social media? The story was surprising or entertaining,"Less than $30,000",Major reason,Major reason,"['Major reason', 'Minor reason', 'Not a reason', 'Refused']"
NEWSPROBd_W45,How much of a problem is too much news to keep up with when it comes to how the public stays informed about the basic facts of current issues and events?,Democrat,A moderately big problem,A moderately big problem,"['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']"
NEWSPROBd_W45,How much of a problem is too much news to keep up with when it comes to how the public stays informed about the basic facts of current issues and events?,Republican,A moderately big problem,A moderately big problem,"['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']"
NEWSPROBd_W45,How much of a problem is too much news to keep up with when it comes to how the public stays informed about the basic facts of current issues and events?,"$100,000 or more",A moderately big problem,A moderately big problem,"['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']"
NEWSPROBd_W45,How much of a problem is too much news to keep up with when it comes to how the public stays informed about the basic facts of current issues and events?,"Less than $30,000",A moderately big problem,A moderately big problem,"['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']"
NEWSPROBe_W45,How much of a problem is journalists inserting their own views when it comes to how the public stays informed about the basic facts of current issues and events?,Democrat,A very big problem,A small problem,"['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']"
NEWSPROBe_W45,How much of a problem is journalists inserting their own views when it comes to how the public stays informed about the basic facts of current issues and events?,Republican,A very big problem,A very big problem,"['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']"
NEWSPROBe_W45,How much of a problem is journalists inserting their own views when it comes to how the public stays informed about the basic facts of current issues and events?,"$100,000 or more",A very big problem,A very big problem,"['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']"
NEWSPROBe_W45,How much of a problem is journalists inserting their own views when it comes to how the public stays informed about the basic facts of current issues and events?,"Less than $30,000",A very big problem,A moderately big problem,"['A very big problem', 'A moderately big problem', 'A small problem', 'Not a problem at all', 'Refused']"
INFOCHALa_W45,How much of a challenge do you think political divides are in addressing made-up news and information?,Democrat,A very big challenge,A very big challenge,"['A very big challenge', 'A moderately big challenge', 'A small challenge', 'Not a challenge at all', 'Refused']"
INFOCHALa_W45,How much of a challenge do you think political divides are in addressing made-up news and information?,Republican,A very big challenge,A very big challenge,"['A very big challenge', 'A moderately big challenge', 'A small challenge', 'Not a challenge at all', 'Refused']"
INFOCHALa_W45,How much of a challenge do you think political divides are in addressing made-up news and information?,"$100,000 or more",A very big challenge,A very big challenge,"['A very big challenge', 'A moderately big challenge', 'A small challenge', 'Not a challenge at all', 'Refused']"
INFOCHALa_W45,How much of a challenge do you think political divides are in addressing made-up news and information?,"Less than $30,000",A very big challenge,A very big challenge,"['A very big challenge', 'A moderately big challenge', 'A small challenge', 'Not a challenge at all', 'Refused']"
HOMEASSIST2_W49,"How concerned are you, if at all, about how much data your smart speaker collects about you?",Democrat,Somewhat concerned,Not too concerned,"['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not concerned at all', 'Refused']"
HOMEASSIST2_W49,"How concerned are you, if at all, about how much data your smart speaker collects about you?",Republican,Somewhat concerned,Somewhat concerned,"['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not concerned at all', 'Refused']"
HOMEASSIST2_W49,"How concerned are you, if at all, about how much data your smart speaker collects about you?","$100,000 or more",Somewhat concerned,Somewhat concerned,"['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not concerned at all', 'Refused']"
HOMEASSIST2_W49,"How concerned are you, if at all, about how much data your smart speaker collects about you?","Less than $30,000",Somewhat concerned,Somewhat concerned,"['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not concerned at all', 'Refused']"
HOMEASSIST3_W49,"Do you ever say ""please"" when speaking to your smart speaker?",Democrat,No,"Yes, on occasion","['Yes, frequently', 'Yes, on occasion', 'No', 'Refused']"
HOMEASSIST3_W49,"Do you ever say ""please"" when speaking to your smart speaker?",Republican,No,No,"['Yes, frequently', 'Yes, on occasion', 'No', 'Refused']"
HOMEASSIST3_W49,"Do you ever say ""please"" when speaking to your smart speaker?","$100,000 or more",No,No,"['Yes, frequently', 'Yes, on occasion', 'No', 'Refused']"
HOMEASSIST3_W49,"Do you ever say ""please"" when speaking to your smart speaker?","Less than $30,000",No,No,"['Yes, frequently', 'Yes, on occasion', 'No', 'Refused']"
HOMEASSIST4_W49,How important is it that your smart speaker takes your personal interests and preferences into account when responding to your questions or commands?,Democrat,Somewhat important,Somewhat important,"['Very important', 'Somewhat important', 'Not too important', 'Not important at all', 'Refused']"
HOMEASSIST4_W49,How important is it that your smart speaker takes your personal interests and preferences into account when responding to your questions or commands?,Republican,Somewhat important,Not too important,"['Very important', 'Somewhat important', 'Not too important', 'Not important at all', 'Refused']"
HOMEASSIST4_W49,How important is it that your smart speaker takes your personal interests and preferences into account when responding to your questions or commands?,"$100,000 or more",Somewhat important,Somewhat important,"['Very important', 'Somewhat important', 'Not too important', 'Not important at all', 'Refused']"
HOMEASSIST4_W49,How important is it that your smart speaker takes your personal interests and preferences into account when responding to your questions or commands?,"Less than $30,000",Somewhat important,Somewhat important,"['Very important', 'Somewhat important', 'Not too important', 'Not important at all', 'Refused']"
TRACKCO1a_W49,"As far as you know, how much of what you do online or on your cellphone is being tracked by advertisers, technology firms or other companies?",Democrat,All or almost all of it,All or almost all of it,"['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']"
TRACKCO1a_W49,"As far as you know, how much of what you do online or on your cellphone is being tracked by advertisers, technology firms or other companies?",Republican,All or almost all of it,All or almost all of it,"['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']"
TRACKCO1a_W49,"As far as you know, how much of what you do online or on your cellphone is being tracked by advertisers, technology firms or other companies?","$100,000 or more",All or almost all of it,All or almost all of it,"['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']"
TRACKCO1a_W49,"As far as you know, how much of what you do online or on your cellphone is being tracked by advertisers, technology firms or other companies?","Less than $30,000",All or almost all of it,All or almost all of it,"['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']"
TRACKCO1b_W49,"As far as you know, how much of what you do offline like where you are or who you are talking to is being tracked by advertisers, technology firms or other companies?",Democrat,Some of it,Some of it,"['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']"
TRACKCO1b_W49,"As far as you know, how much of what you do offline like where you are or who you are talking to is being tracked by advertisers, technology firms or other companies?",Republican,Some of it,Some of it,"['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']"
TRACKCO1b_W49,"As far as you know, how much of what you do offline like where you are or who you are talking to is being tracked by advertisers, technology firms or other companies?","$100,000 or more",Some of it,Some of it,"['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']"
TRACKCO1b_W49,"As far as you know, how much of what you do offline like where you are or who you are talking to is being tracked by advertisers, technology firms or other companies?","Less than $30,000",Some of it,Some of it,"['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']"
CONCERNCO_W49,"How concerned are you, if at all, about how companies are using the data they collect about you?",Democrat,Somewhat concerned,Somewhat concerned,"['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned', 'Refused']"
CONCERNCO_W49,"How concerned are you, if at all, about how companies are using the data they collect about you?",Republican,Somewhat concerned,Somewhat concerned,"['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned', 'Refused']"
CONCERNCO_W49,"How concerned are you, if at all, about how companies are using the data they collect about you?","$100,000 or more",Somewhat concerned,Somewhat concerned,"['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned', 'Refused']"
CONCERNCO_W49,"How concerned are you, if at all, about how companies are using the data they collect about you?","Less than $30,000",Somewhat concerned,Very concerned,"['Very concerned', 'Somewhat concerned', 'Not too concerned', 'Not at all concerned', 'Refused']"
CONTROLCO_W49,How much control do you think you have over the data that companies collect about you?,Democrat,Very little control,Very little control,"['A great deal of control', 'Some control', 'Very little control', 'No control', 'Refused']"
CONTROLCO_W49,How much control do you think you have over the data that companies collect about you?,Republican,Very little control,Very little control,"['A great deal of control', 'Some control', 'Very little control', 'No control', 'Refused']"
CONTROLCO_W49,How much control do you think you have over the data that companies collect about you?,"$100,000 or more",Very little control,Very little control,"['A great deal of control', 'Some control', 'Very little control', 'No control', 'Refused']"
CONTROLCO_W49,How much control do you think you have over the data that companies collect about you?,"Less than $30,000",Very little control,Very little control,"['A great deal of control', 'Some control', 'Very little control', 'No control', 'Refused']"
TRACKGOV1a_W49,"As far as you know, how much of what you do online or on your cellphone is being tracked by the government?",Democrat,Some of it,Some of it,"['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']"
TRACKGOV1a_W49,"As far as you know, how much of what you do online or on your cellphone is being tracked by the government?",Republican,Some of it,Some of it,"['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']"
TRACKGOV1a_W49,"As far as you know, how much of what you do online or on your cellphone is being tracked by the government?","$100,000 or more",Some of it,Some of it,"['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']"
