key,question,references,qkey,group,attribute,D_H,answer
RACESURV9_W43,"When race or race relations comes up in your conversations with family and friends, is it","['Always with people who are the same race as you', 'Mostly with people who are the same race as you', 'Mostly with people who are not the same race as you', 'Always with people who are not the same race as you', 'Both about equally', 'Refused']",RACESURV9_W43,Overall,Overall,"[0.13778196, 0.42524495, 0.11559319, 0.02675039, 0.29462951]",Mostly with people who are the same race as you
RACESURV9_W43,"When race or race relations comes up in your conversations with family and friends, is it","['Always with people who are the same race as you', 'Mostly with people who are the same race as you', 'Mostly with people who are not the same race as you', 'Always with people who are not the same race as you', 'Both about equally', 'Refused']",RACESURV9_W43,Democrat,POLPARTY,"[0.13450524, 0.44338618, 0.11081583, 0.02719679, 0.28409596]",Mostly with people who are the same race as you
RACESURV9_W43,"When race or race relations comes up in your conversations with family and friends, is it","['Always with people who are the same race as you', 'Mostly with people who are the same race as you', 'Mostly with people who are not the same race as you', 'Always with people who are not the same race as you', 'Both about equally', 'Refused']",RACESURV9_W43,Republican,POLPARTY,"[0.16271928, 0.4178002, 0.10664574, 0.01368534, 0.29914945]",Mostly with people who are the same race as you
RACESURV9_W43,"When race or race relations comes up in your conversations with family and friends, is it","['Always with people who are the same race as you', 'Mostly with people who are the same race as you', 'Mostly with people who are not the same race as you', 'Always with people who are not the same race as you', 'Both about equally', 'Refused']",RACESURV9_W43,"$100,000 or more",INCOME,"[0.13496114, 0.5115762, 0.10793914, 0.01889458, 0.22662894]",Mostly with people who are the same race as you
RACESURV9_W43,"When race or race relations comes up in your conversations with family and friends, is it","['Always with people who are the same race as you', 'Mostly with people who are the same race as you', 'Mostly with people who are not the same race as you', 'Always with people who are not the same race as you', 'Both about equally', 'Refused']",RACESURV9_W43,"Less than $30,000",INCOME,"[0.12770894, 0.39196302, 0.10400683, 0.04490975, 0.33141146]",Mostly with people who are the same race as you
RACESURV13_W43,"How likely, if at all, is it that black people in our country will eventually have equal rights with whites?","['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely', 'Refused']",RACESURV13_W43,Overall,Overall,"[0.18607971, 0.45959247, 0.28051676, 0.07381106]",Somewhat likely
RACESURV13_W43,"How likely, if at all, is it that black people in our country will eventually have equal rights with whites?","['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely', 'Refused']",RACESURV13_W43,Democrat,POLPARTY,"[0.1715737, 0.45785949, 0.2825103, 0.08805651]",Somewhat likely
RACESURV13_W43,"How likely, if at all, is it that black people in our country will eventually have equal rights with whites?","['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely', 'Refused']",RACESURV13_W43,Republican,POLPARTY,"[0.27601505, 0.48066211, 0.21502604, 0.0282968]",Somewhat likely
RACESURV13_W43,"How likely, if at all, is it that black people in our country will eventually have equal rights with whites?","['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely', 'Refused']",RACESURV13_W43,"$100,000 or more",INCOME,"[0.22252866, 0.51172239, 0.23061178, 0.03513716]",Somewhat likely
RACESURV13_W43,"How likely, if at all, is it that black people in our country will eventually have equal rights with whites?","['Very likely', 'Somewhat likely', 'Not too likely', 'Not at all likely', 'Refused']",RACESURV13_W43,"Less than $30,000",INCOME,"[0.20921323, 0.43390468, 0.26103292, 0.09584917]",Somewhat likely
RACESURV14_W43,Would you say President Trump has,"['Made progress toward improving race relations', 'Tried but failed to make progress toward improving race relations', 'Not addressed race relations', 'Made race relations worse', 'Refused']",RACESURV14_W43,Overall,Overall,"[0.15396628, 0.13717899, 0.13834164, 0.57051309]",Made race relations worse
RACESURV14_W43,Would you say President Trump has,"['Made progress toward improving race relations', 'Tried but failed to make progress toward improving race relations', 'Not addressed race relations', 'Made race relations worse', 'Refused']",RACESURV14_W43,Democrat,POLPARTY,"[0.01448644, 0.03522492, 0.06466209, 0.88562655]",Made race relations worse
RACESURV14_W43,Would you say President Trump has,"['Made progress toward improving race relations', 'Tried but failed to make progress toward improving race relations', 'Not addressed race relations', 'Made race relations worse', 'Refused']",RACESURV14_W43,Republican,POLPARTY,"[0.42059546, 0.26128107, 0.17642623, 0.14169723]",Made progress toward improving race relations
RACESURV14_W43,Would you say President Trump has,"['Made progress toward improving race relations', 'Tried but failed to make progress toward improving race relations', 'Not addressed race relations', 'Made race relations worse', 'Refused']",RACESURV14_W43,"$100,000 or more",INCOME,"[0.14212279, 0.14293893, 0.11994089, 0.59499739]",Made race relations worse
RACESURV14_W43,Would you say President Trump has,"['Made progress toward improving race relations', 'Tried but failed to make progress toward improving race relations', 'Not addressed race relations', 'Made race relations worse', 'Refused']",RACESURV14_W43,"Less than $30,000",INCOME,"[0.12760366, 0.11794758, 0.15312283, 0.60132592]",Made race relations worse
RACESURV15a_W43,"Since President Trump was elected, do you think it has become more common or less common for people to express racist or racially insensitive views, or is it about as common as it was before?","['More common', 'Less common', 'About as common', 'Refused']",RACESURV15a_W43,Overall,Overall,"[0.65667283, 0.0539336, 0.28939357]",More common
RACESURV15a_W43,"Since President Trump was elected, do you think it has become more common or less common for people to express racist or racially insensitive views, or is it about as common as it was before?","['More common', 'Less common', 'About as common', 'Refused']",RACESURV15a_W43,Democrat,POLPARTY,"[0.87986855, 0.03281349, 0.08731796]",More common
RACESURV15a_W43,"Since President Trump was elected, do you think it has become more common or less common for people to express racist or racially insensitive views, or is it about as common as it was before?","['More common', 'Less common', 'About as common', 'Refused']",RACESURV15a_W43,Republican,POLPARTY,"[0.42115706, 0.07326153, 0.50558141]",About as common
RACESURV15a_W43,"Since President Trump was elected, do you think it has become more common or less common for people to express racist or racially insensitive views, or is it about as common as it was before?","['More common', 'Less common', 'About as common', 'Refused']",RACESURV15a_W43,"$100,000 or more",INCOME,"[0.68330822, 0.0302213, 0.28647048]",More common
RACESURV15a_W43,"Since President Trump was elected, do you think it has become more common or less common for people to express racist or racially insensitive views, or is it about as common as it was before?","['More common', 'Less common', 'About as common', 'Refused']",RACESURV15a_W43,"Less than $30,000",INCOME,"[0.62029233, 0.06904388, 0.3106638]",More common
RACESURV15b_W43,"Since President Trump was elected, do you think it has become more acceptable or less acceptable for people to express racist or racially insensitive views, or is it about as acceptable as it was before?","['More acceptable', 'Less acceptable', 'About as acceptable', 'Refused']",RACESURV15b_W43,Overall,Overall,"[0.45478324, 0.2360349, 0.30918186]",More acceptable
RACESURV15b_W43,"Since President Trump was elected, do you think it has become more acceptable or less acceptable for people to express racist or racially insensitive views, or is it about as acceptable as it was before?","['More acceptable', 'Less acceptable', 'About as acceptable', 'Refused']",RACESURV15b_W43,Democrat,POLPARTY,"[0.69033283, 0.18194084, 0.12772633]",More acceptable
RACESURV15b_W43,"Since President Trump was elected, do you think it has become more acceptable or less acceptable for people to express racist or racially insensitive views, or is it about as acceptable as it was before?","['More acceptable', 'Less acceptable', 'About as acceptable', 'Refused']",RACESURV15b_W43,Republican,POLPARTY,"[0.21355735, 0.27764049, 0.50880216]",About as acceptable
RACESURV15b_W43,"Since President Trump was elected, do you think it has become more acceptable or less acceptable for people to express racist or racially insensitive views, or is it about as acceptable as it was before?","['More acceptable', 'Less acceptable', 'About as acceptable', 'Refused']",RACESURV15b_W43,"$100,000 or more",INCOME,"[0.52417572, 0.20144347, 0.27438081]",More acceptable
RACESURV15b_W43,"Since President Trump was elected, do you think it has become more acceptable or less acceptable for people to express racist or racially insensitive views, or is it about as acceptable as it was before?","['More acceptable', 'Less acceptable', 'About as acceptable', 'Refused']",RACESURV15b_W43,"Less than $30,000",INCOME,"[0.38534635, 0.2887844, 0.32586925]",More acceptable
RACESURV17_W43,"How much, if at all, do you think the legacy of slavery affects the position of black people in American society today?","['A great deal', 'A fair amount', 'Not much', 'Not at all', 'Refused']",RACESURV17_W43,Overall,Overall,"[0.31696504, 0.32356257, 0.19426946, 0.16520293]",A fair amount
RACESURV17_W43,"How much, if at all, do you think the legacy of slavery affects the position of black people in American society today?","['A great deal', 'A fair amount', 'Not much', 'Not at all', 'Refused']",RACESURV17_W43,Democrat,POLPARTY,"[0.48140369, 0.34319558, 0.11225312, 0.06314762]",A great deal
RACESURV17_W43,"How much, if at all, do you think the legacy of slavery affects the position of black people in American society today?","['A great deal', 'A fair amount', 'Not much', 'Not at all', 'Refused']",RACESURV17_W43,Republican,POLPARTY,"[0.16879577, 0.23901703, 0.28045994, 0.31172725]",Not at all
RACESURV17_W43,"How much, if at all, do you think the legacy of slavery affects the position of black people in American society today?","['A great deal', 'A fair amount', 'Not much', 'Not at all', 'Refused']",RACESURV17_W43,"$100,000 or more",INCOME,"[0.33843424, 0.29468632, 0.20949381, 0.15738563]",A great deal
RACESURV17_W43,"How much, if at all, do you think the legacy of slavery affects the position of black people in American society today?","['A great deal', 'A fair amount', 'Not much', 'Not at all', 'Refused']",RACESURV17_W43,"Less than $30,000",INCOME,"[0.33396173, 0.33993482, 0.17343868, 0.15266477]",A fair amount
RACESURV18b_W43,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and Hispanics","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']",RACESURV18b_W43,Overall,Overall,"[0.10739026, 0.54415592, 0.2912722, 0.05718162]",Pretty well
RACESURV18b_W43,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and Hispanics","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']",RACESURV18b_W43,Democrat,POLPARTY,"[0.11613909, 0.58720646, 0.26020526, 0.03644919]",Pretty well
RACESURV18b_W43,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and Hispanics","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']",RACESURV18b_W43,Republican,POLPARTY,"[0.09431079, 0.48651814, 0.32613714, 0.09303393]",Pretty well
RACESURV18b_W43,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and Hispanics","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']",RACESURV18b_W43,"$100,000 or more",INCOME,"[0.05934635, 0.56847807, 0.31261982, 0.05955576]",Pretty well
RACESURV18b_W43,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Blacks and Hispanics","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']",RACESURV18b_W43,"Less than $30,000",INCOME,"[0.15550225, 0.5181925, 0.27342576, 0.0528795]",Pretty well
RACESURV18f_W43,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Hispanics and Asians","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']",RACESURV18f_W43,Overall,Overall,"[0.11166959, 0.62035273, 0.23115502, 0.03682266]",Pretty well
RACESURV18f_W43,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Hispanics and Asians","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']",RACESURV18f_W43,Democrat,POLPARTY,"[0.09098495, 0.63425433, 0.24185877, 0.03290195]",Pretty well
RACESURV18f_W43,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Hispanics and Asians","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']",RACESURV18f_W43,Republican,POLPARTY,"[0.13850505, 0.59068982, 0.22771011, 0.04309502]",Pretty well
RACESURV18f_W43,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Hispanics and Asians","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']",RACESURV18f_W43,"$100,000 or more",INCOME,"[0.08773672, 0.66693614, 0.20782153, 0.0375056]",Pretty well
RACESURV18f_W43,"Thinking again about race and race relations in the U.S. in general, how well, if at all, do you think each of these groups get along with each other in our society these days? Hispanics and Asians","['Very well', 'Pretty well', 'Not too well', 'Not at all well', 'Not sure', 'Refused']",RACESURV18f_W43,"Less than $30,000",INCOME,"[0.14399704, 0.59807324, 0.22499066, 0.03293905]",Pretty well
RACESURV19a_W43,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Racial discrimination","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",RACESURV19a_W43,Overall,Overall,"[0.44030847, 0.34075676, 0.21893477]",Major reason
RACESURV19a_W43,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Racial discrimination","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",RACESURV19a_W43,Democrat,POLPARTY,"[0.6951058, 0.22054524, 0.08434896]",Major reason
RACESURV19a_W43,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Racial discrimination","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",RACESURV19a_W43,Republican,POLPARTY,"[0.14423173, 0.45028686, 0.4054814]",Minor reason
RACESURV19a_W43,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Racial discrimination","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",RACESURV19a_W43,"$100,000 or more",INCOME,"[0.44339974, 0.36689316, 0.18970711]",Major reason
RACESURV19a_W43,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Racial discrimination","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",RACESURV19a_W43,"Less than $30,000",INCOME,"[0.47225891, 0.32106321, 0.20667787]",Major reason
RACESURV19c_W43,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to good quality schools","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",RACESURV19c_W43,Overall,Overall,"[0.48167782, 0.27426125, 0.24406093]",Major reason
RACESURV19c_W43,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to good quality schools","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",RACESURV19c_W43,Democrat,POLPARTY,"[0.67466344, 0.20735455, 0.11798201]",Major reason
RACESURV19c_W43,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to good quality schools","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",RACESURV19c_W43,Republican,POLPARTY,"[0.24411178, 0.36086469, 0.39502353]",Not a reason
RACESURV19c_W43,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to good quality schools","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",RACESURV19c_W43,"$100,000 or more",INCOME,"[0.52961056, 0.27144215, 0.19894729]",Major reason
RACESURV19c_W43,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to good quality schools","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",RACESURV19c_W43,"Less than $30,000",INCOME,"[0.43855671, 0.29060928, 0.27083401]",Major reason
RACESURV19e_W43,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",RACESURV19e_W43,Overall,Overall,"[0.41892584, 0.30829871, 0.27277545]",Major reason
RACESURV19e_W43,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",RACESURV19e_W43,Democrat,POLPARTY,"[0.66546129, 0.20609358, 0.12844513]",Major reason
RACESURV19e_W43,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",RACESURV19e_W43,Republican,POLPARTY,"[0.15227106, 0.36913072, 0.47859822]",Not a reason
RACESURV19e_W43,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",RACESURV19e_W43,"$100,000 or more",INCOME,"[0.42803229, 0.31186538, 0.26010232]",Major reason
RACESURV19e_W43,"Do you think each is a major reason, minor reason, or not a reason why black people in our country may have a harder time getting ahead than white people? Less access to high-paying jobs","['Major reason', 'Minor reason', 'Not a reason', 'Refused']",RACESURV19e_W43,"Less than $30,000",INCOME,"[0.45195073, 0.28397349, 0.26407579]",Major reason
RACESURV21_W43,"How often, if ever, did your family talk to you about challenges you might face because of your race or ethnicity?","['Often', 'Sometimes', 'Rarely', 'Never', 'Refused']",RACESURV21_W43,Overall,Overall,"[0.07360845, 0.15311789, 0.17805466, 0.595219]",Never
RACESURV21_W43,"How often, if ever, did your family talk to you about challenges you might face because of your race or ethnicity?","['Often', 'Sometimes', 'Rarely', 'Never', 'Refused']",RACESURV21_W43,Democrat,POLPARTY,"[0.11972066, 0.1812855, 0.17256192, 0.52643193]",Never
RACESURV21_W43,"How often, if ever, did your family talk to you about challenges you might face because of your race or ethnicity?","['Often', 'Sometimes', 'Rarely', 'Never', 'Refused']",RACESURV21_W43,Republican,POLPARTY,"[0.02577961, 0.10555066, 0.16774738, 0.70092235]",Never
RACESURV21_W43,"How often, if ever, did your family talk to you about challenges you might face because of your race or ethnicity?","['Often', 'Sometimes', 'Rarely', 'Never', 'Refused']",RACESURV21_W43,"$100,000 or more",INCOME,"[0.03198717, 0.11353792, 0.15765782, 0.6968171]",Never
RACESURV21_W43,"How often, if ever, did your family talk to you about challenges you might face because of your race or ethnicity?","['Often', 'Sometimes', 'Rarely', 'Never', 'Refused']",RACESURV21_W43,"Less than $30,000",INCOME,"[0.10240467, 0.17904068, 0.15188863, 0.56666603]",Never
RACESURV27_W43,"How much, if at all, do you think what happens to Asians in the country overall affects what happens in your own life?","['A lot', 'Some', 'Not much', 'Not at all', 'Refused']",RACESURV27_W43,Overall,Overall,"[0.07126401, 0.26314043, 0.34972274, 0.31587283]",Not much
RACESURV27_W43,"How much, if at all, do you think what happens to Asians in the country overall affects what happens in your own life?","['A lot', 'Some', 'Not much', 'Not at all', 'Refused']",RACESURV27_W43,Democrat,POLPARTY,"[0.08983042, 0.31051752, 0.3308178, 0.26883426]",Not much
RACESURV27_W43,"How much, if at all, do you think what happens to Asians in the country overall affects what happens in your own life?","['A lot', 'Some', 'Not much', 'Not at all', 'Refused']",RACESURV27_W43,Republican,POLPARTY,"[0.04247994, 0.20773703, 0.35439917, 0.39538385]",Not at all
RACESURV27_W43,"How much, if at all, do you think what happens to Asians in the country overall affects what happens in your own life?","['A lot', 'Some', 'Not much', 'Not at all', 'Refused']",RACESURV27_W43,"$100,000 or more",INCOME,"[0.0692815, 0.29131802, 0.38161328, 0.25778719]",Not much
RACESURV27_W43,"How much, if at all, do you think what happens to Asians in the country overall affects what happens in your own life?","['A lot', 'Some', 'Not much', 'Not at all', 'Refused']",RACESURV27_W43,"Less than $30,000",INCOME,"[0.08004386, 0.26476619, 0.3046949, 0.35049505]",Not at all
IDIMPORT_W43,How important is being white to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",IDIMPORT_W43,Overall,Overall,"[0.16206683, 0.15651343, 0.18677326, 0.14719626, 0.34745022]",Not at all important
IDIMPORT_W43,How important is being white to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",IDIMPORT_W43,Democrat,POLPARTY,"[0.25062447, 0.19354029, 0.19285313, 0.13839942, 0.2245827]",Extremely important
IDIMPORT_W43,How important is being white to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",IDIMPORT_W43,Republican,POLPARTY,"[0.09702303, 0.14179501, 0.17259988, 0.14557349, 0.4430086]",Not at all important
IDIMPORT_W43,How important is being white to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",IDIMPORT_W43,"$100,000 or more",INCOME,"[0.08591454, 0.13560359, 0.21320353, 0.19845831, 0.36682003]",Not at all important
IDIMPORT_W43,How important is being white to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",IDIMPORT_W43,"Less than $30,000",INCOME,"[0.20114303, 0.13071491, 0.16319545, 0.134725, 0.37022161]",Not at all important
IDIMPORT_W43,How important is being black to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",IDIMPORT_W43,Overall,Overall,"[0.16206683, 0.15651343, 0.18677326, 0.14719626, 0.34745022]",Not at all important
IDIMPORT_W43,How important is being black to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",IDIMPORT_W43,Democrat,POLPARTY,"[0.25062447, 0.19354029, 0.19285313, 0.13839942, 0.2245827]",Extremely important
IDIMPORT_W43,How important is being black to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",IDIMPORT_W43,Republican,POLPARTY,"[0.09702303, 0.14179501, 0.17259988, 0.14557349, 0.4430086]",Not at all important
IDIMPORT_W43,How important is being black to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",IDIMPORT_W43,"$100,000 or more",INCOME,"[0.08591454, 0.13560359, 0.21320353, 0.19845831, 0.36682003]",Not at all important
IDIMPORT_W43,How important is being black to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",IDIMPORT_W43,"Less than $30,000",INCOME,"[0.20114303, 0.13071491, 0.16319545, 0.134725, 0.37022161]",Not at all important
IDIMPORT_W43,How important is being Hispanic to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",IDIMPORT_W43,Overall,Overall,"[0.16206683, 0.15651343, 0.18677326, 0.14719626, 0.34745022]",Not at all important
IDIMPORT_W43,How important is being Hispanic to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",IDIMPORT_W43,Democrat,POLPARTY,"[0.25062447, 0.19354029, 0.19285313, 0.13839942, 0.2245827]",Extremely important
IDIMPORT_W43,How important is being Hispanic to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",IDIMPORT_W43,Republican,POLPARTY,"[0.09702303, 0.14179501, 0.17259988, 0.14557349, 0.4430086]",Not at all important
IDIMPORT_W43,How important is being Hispanic to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",IDIMPORT_W43,"$100,000 or more",INCOME,"[0.08591454, 0.13560359, 0.21320353, 0.19845831, 0.36682003]",Not at all important
IDIMPORT_W43,How important is being Hispanic to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",IDIMPORT_W43,"Less than $30,000",INCOME,"[0.20114303, 0.13071491, 0.16319545, 0.134725, 0.37022161]",Not at all important
IDIMPORT_W43,How important is being Asian to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",IDIMPORT_W43,Overall,Overall,"[0.16206683, 0.15651343, 0.18677326, 0.14719626, 0.34745022]",Not at all important
IDIMPORT_W43,How important is being Asian to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",IDIMPORT_W43,Democrat,POLPARTY,"[0.25062447, 0.19354029, 0.19285313, 0.13839942, 0.2245827]",Extremely important
IDIMPORT_W43,How important is being Asian to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",IDIMPORT_W43,Republican,POLPARTY,"[0.09702303, 0.14179501, 0.17259988, 0.14557349, 0.4430086]",Not at all important
IDIMPORT_W43,How important is being Asian to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",IDIMPORT_W43,"$100,000 or more",INCOME,"[0.08591454, 0.13560359, 0.21320353, 0.19845831, 0.36682003]",Not at all important
IDIMPORT_W43,How important is being Asian to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",IDIMPORT_W43,"Less than $30,000",INCOME,"[0.20114303, 0.13071491, 0.16319545, 0.134725, 0.37022161]",Not at all important
IDIMPORT_W43,How important is your racial background to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",IDIMPORT_W43,Overall,Overall,"[0.16206683, 0.15651343, 0.18677326, 0.14719626, 0.34745022]",Not at all important
IDIMPORT_W43,How important is your racial background to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",IDIMPORT_W43,Democrat,POLPARTY,"[0.25062447, 0.19354029, 0.19285313, 0.13839942, 0.2245827]",Extremely important
IDIMPORT_W43,How important is your racial background to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",IDIMPORT_W43,Republican,POLPARTY,"[0.09702303, 0.14179501, 0.17259988, 0.14557349, 0.4430086]",Not at all important
IDIMPORT_W43,How important is your racial background to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",IDIMPORT_W43,"$100,000 or more",INCOME,"[0.08591454, 0.13560359, 0.21320353, 0.19845831, 0.36682003]",Not at all important
IDIMPORT_W43,How important is your racial background to how you think about yourself?,"['Extremely important', 'Very important', 'Moderately important', 'Only a little important', 'Not at all important', 'Refused']",IDIMPORT_W43,"Less than $30,000",INCOME,"[0.20114303, 0.13071491, 0.16319545, 0.134725, 0.37022161]",Not at all important
RACESURV28a_W43,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in in hiring, pay and promotions situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']",RACESURV28a_W43,Overall,Overall,"[0.52346827, 0.06399148, 0.41254025]",Black people are treated less fairly than white people
RACESURV28a_W43,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in in hiring, pay and promotions situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']",RACESURV28a_W43,Democrat,POLPARTY,"[0.78044896, 0.03384177, 0.18570927]",Black people are treated less fairly than white people
RACESURV28a_W43,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in in hiring, pay and promotions situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']",RACESURV28a_W43,Republican,POLPARTY,"[0.21963828, 0.11968694, 0.66067479]",Both are treated about equally
RACESURV28a_W43,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in in hiring, pay and promotions situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']",RACESURV28a_W43,"$100,000 or more",INCOME,"[0.54195396, 0.06382949, 0.39421655]",Black people are treated less fairly than white people
RACESURV28a_W43,"Would you say that black people are treated less fairly than white people, white people are treated less fairly than black people, or both are treated about equally in in hiring, pay and promotions situations?","['Black people are treated less fairly than white people', 'White people are treated less fairly than black people', 'Both are treated about equally', 'Refused']",RACESURV28a_W43,"Less than $30,000",INCOME,"[0.52047338, 0.07304816, 0.40647846]",Black people are treated less fairly than white people
